AirportCode,Name,StateCode
13469,"Marco Island, FL: Marco Island Executive",FL
13501,"Marathon, FL: The Florida Keys Marathon International",FL
13682,"Jacksonville, FL: Jacksonville NAS",FL
13728,"Pensacola, FL: Pensacola NAS",FL
13736,"Key West, FL: Key West NAS",FL
13739,"Mayport, FL: Mayport NS",FL
13747,"Milton, FL: Whiting Field NAS North",FL
13750,"Titusville, FL: NASA Shuttle Landing Facility",FL
13769,"Pensacola, FL: Saufley Field NOLF",FL
13788,"Jacksonville, FL: Cecil",FL
13809,"Ocala, FL: Ocala International-Jim Taylor Field",FL
13898,"Miami, FL: Miami Opa Locka Executive",FL
13936,"Orlando, FL: Executive",FL
14009,"Panama City, FL: Tyndall AFB",FL
14027,"West Palm Beach/Palm Beach, FL: Palm Beach International",FL
14078,"Panama City, FL: Bay County",FL
14082,"Punta Gorda, FL: Punta Gorda Airport",FL
14112,"St. Petersburg, FL: St Pete Clearwater International",FL
14193,"Pensacola, FL: Pensacola International",FL
14223,"Pompano Beach, FL: Pompano Beach Airpark",FL
14470,"Fort Jefferson, FL: Fort Jefferson Airport",FL
14618,"Mary Esther, FL: Hurlburt Field",FL
14635,"Fort Myers, FL: Southwest Florida International",FL
14750,"Sebring, FL: Sebring Regional",FL
14761,"Sanford, FL: Orlando Sanford International",FL
14950,"Tampa, FL: Albert Whitted",FL
14986,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FL
15030,"Stuart, FL: Witham Field",FL
15221,"Titusville, FL: Space Coast Regional",FL
15249,"Tallahassee, FL: Tallahassee International",FL
15260,"Miami, FL: Miami Executive",FL
15286,"Miami, FL: Dade-Collier Training and Transition",FL
15304,"Tampa, FL: Tampa International",FL
15307,"Tampa, FL: Peter O'Knight",FL
15497,"St. Augustine, FL: Northeast Florida Regional",FL
15615,"Venice, FL: Venice Municipal",FL
15624,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",FL
15628,"Vero Beach, FL: Vero Beach Regional",FL
15947,"Jupiter, FL: William P Gwinn",FL
15980,"Lake City, FL: Lake City Gateway",FL
16363,"Fernandina Beach, FL: Fernandina Beach Municipal",FL
16534,"Clewiston, FL: Airglades",FL
16541,"Okeechobee, FL: Okeechobee County",FL
16751,"Placida, FL: Coral Creek",FL
16816,"Deland, FL: Deland Municipal Sidney H Taylor Field",FL
16829,"West Palm Beach, FL: Palm Beach County Park",FL
16846,"Lake Wales, FL: Lake Wales Municipal",FL
16901,"West Palm Beach, FL: North Palm Beach County Gen Aviation",FL
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PA
10198,"Pittsburgh, PA: Allegheny County",PA
10322,"Altoona, PA: Altoona-Blair County",PA
10434,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",PA
10504,"Blue Bell, PA: Wings Field",PA
10557,"Bradford, PA: Bradford Regional",PA
10565,"Beaver Falls, PA: Beaver County",PA
10780,"Butler, PA: Pittsburgh Butler Regional",PA
11165,"Coatesville, PA: Chester County G. O. Carlson",PA
11191,"Pittsburgh, PA: Civic Arena H/P",PA
11441,"DuBois, PA: DuBois Regional",PA
11577,"Erie, PA: Erie International/Tom Ridge Field",PA
11593,"Stroudsburg, PA: Stroudsburg Pocono",PA
11684,"Franklin/Oil City, PA: Venango Regional",PA
12070,"Harrisburg, PA: Capital City",PA
12259,"Hazleton, PA: Hazleton Regional",PA
12281,"Indiana, PA: Indiana County",PA
12365,"Williamsport, PA: Williamsport Regional",PA
12559,"Johnstown, PA: John Murtha Johnstown-Cambria County",PA
12898,"Latrobe, PA: Arnold Palmer Regional",PA
12974,"Lock Haven, PA: William T. Piper Memorial",PA
13032,"Lancaster, PA: Lancaster Airport",PA
13230,"Harrisburg, PA: Harrisburg International",PA
13242,"Meadville, PA: Port Meadville",PA
13446,"Mt. Pocono, PA: Pocono Mountains Municipal",PA
13596,"Pottstown, PA: Pottstown Municipal",PA
13780,"Willow Grove, PA: Willow Grove NAS JRB",PA
14000,"Montrose, PA: Husky Haven",PA
14001,"Bedford, PA: Bedford County",PA
14100,"Philadelphia, PA: Philadelphia International",PA
14122,"Pittsburgh, PA: Pittsburgh International",PA
14182,"Philadelphia, PA: Northeast Philadelphia",PA
14251,"Philipsburg, PA: Mid State",PA
14284,"Pottstown, PA: Heritage Field",PA
14488,"Reading, PA: Reading Regional/Carl A Spaatz Field",PA
14497,"Reedsville, PA: Mifflin County",PA
14600,"Perkasie, PA: Pennridge",PA
14711,"State College, PA: University Park",PA
14751,"Selinsgrove, PA: Penn Valley",PA
15021,"St. Marys, PA: St. Marys Municipal",PA
15203,"York, PA: York Airport",PA
15779,"Philadelphia, PA: Penns Landing Seaplane Base",PA
15847,"Washington, PA: Washington County",PA
16504,"Honesdale, PA: Cherry Ridge",PA
16519,"Carlisle, PA: Carlisle Airport",PA
16525,"West Chester, PA: Brandywine Regional",PA
16643,"Pittsburgh, PA: Pittsburgh Northeast",PA
16672,"Toughkenamon, PA: New Garden",PA
16682,"Gettysburg, PA: Gettysburg Regional",PA
16684,"Collegeville, PA: Perkiomen Valley",PA
16689,"Tarentum, PA: Rock",PA
16748,"Doylestown, PA: Doylestown Airport",PA
16777,"Farmington, PA: Nemacolin",PA
16801,"Philadelphia, PA: Penns Landing Heliport",PA
16828,"Essington, PA: Philadelphia Seaplane Base",PA
10140,"Albuquerque, NM: Albuquerque International Sunport",NM
10266,"Alamogordo, NM: Alamogordo White Sands Regional",NM
10404,"Artesia, NM: Artesia Municipal",NM
10455,"Eagle Nest, NM: Angel Fire",NM
11085,"Carlsbad, NM: Cavern City Air Terminal",NM
11197,"Clovis, NM: Clovis Municipal",NM
11200,"Clovis, NM: Cannon AFB",NM
11348,"Deming, NM: Deming Municipal",NM
11711,"Farmington, NM: Four Corners Regional",NM
12018,"Gallup, NM: Gallup Municipal",NM
12163,"Alamogordo, NM: Holloman AFB",NM
12177,"Hobbs, NM: Lea County Regional",NM
12883,"Los Alamos, NM: Los Alamos Airport",NM
13072,"Las Cruces, NM: Las Cruces International",NM
13120,"Las Vegas, NM: Las Vegas Municipal",NM
13887,"Socorro, NM: Socorro Municipal",NM
14588,"Roswell, NM: Roswell International Air Center",NM
14608,"Lovington, NM: Lea County-Zip Franklin Memorial",NM
14640,"Raton, NM: Raton Municipal/Crews Field",NM
14646,"Ruidoso, NM: Sierra Blanca Regional",NM
14674,"Santa Fe, NM: Santa Fe Municipal",NM
15051,"Silver City/Hurley, NM: Grant County",NM
15148,"Tucumcari, NM: Tucumcari Municipal",NM
15159,"Truth Or Consequences, NM: Truth Or Consequences Municipal",NM
15342,"Taos, NM: Taos Regional",NM
15833,"Portales, NM: Portales Municipal",NM
15941,"Aztec, NM: Aztec Municipal",NM
15983,"Zuni Pueblo, NM: Black Rock",NM
16335,"Albuquerque, NM: Double Eagle II",NM
16635,"Belen, NM: Alexander Municipal",NM
16746,"Grants, NM: Grants Milan Municipal",NM
16873,"Truth Or Consequences, NM: Spaceport America",NM
10141,"Aberdeen, SD: Aberdeen Regional",SD
10409,"Watertown, SD: Watertown Regional",SD
10655,"Brookings, SD: Brookings Regional",SD
11775,"Sioux Falls, SD: Joe Foss Field",SD
12185,"Huron, SD: Huron Regional",SD
12585,"Chamberlain, SD: Chamberlain Municipal",SD
13287,"Mitchell, SD: Mitchell Municipal",SD
14120,"Pierre, SD: Pierre Regional",SD
14238,"Pine Ridge, SD: Pine Ridge Airport",SD
14457,"Rapid City, SD: Rapid City Regional",SD
14475,"Rapid City, SD: Ellsworth AFB",SD
14726,"Onida, SD: Onida Municipal",SD
14949,"Spearfish, SD: Black Hills Clyde Ice Field",SD
15519,"Faulkton, SD: Faulkton Municipal",SD
15651,"Custer, SD: Custer County",SD
15829,"Fairburn, SD: Custer State Park",SD
15915,"Madison, SD: Madison Municipal",SD
16102,"Yankton, SD: Chan Gurney Municipal",SD
16453,"Gregory, SD: Gregory Municipal Flynn Field",SD
10146,"Albany, GA: Southwest Georgia Regional",GA
10208,"Augusta, GA: Augusta Regional at Bush Field",GA
10216,"Athens, GA: Athens/Ben Epps",GA
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",GA
10460,"Waycross, GA: Waycross-Ware County",GA
10573,"Bainbridge, GA: Decatur County Industrial Air Park",GA
10731,"Brunswick, GA: Brunswick Golden Isles",GA
11150,"Columbus, GA: Columbus Airport",GA
11272,"Dublin, GA: W H Bud Barron",GA
11358,"Augusta, GA: Daniel Field",GA
11359,"Dalton, GA: Dalton Municipal",GA
11790,"Atlanta, GA: Fulton County Airport-Brown Field",GA
11836,"Lafayette, GA: Barwick Lafayette",GA
11837,"Carrollton, GA: West Georgia Regional - O V Gray Field",GA
11838,"Atlanta, GA: Newnan Coweta County",GA
12028,"Gainesville, GA: Lee Gilmer Memorial",GA
12445,"Atlanta, GA: Perimeter Mall Helipad",GA
12449,"Atlanta, GA: Beaver Ruin",GA
12485,"Atlanta, GA: Galleria",GA
12955,"LaGrange, GA: LaGrange-Callaway",GA
12995,"Hinesville, GA: Wright AAF/Midcoast Regional",GA
13077,"Columbus, GA: Lawson AAF",GA
13151,"Lawrenceville, GA: Gwinnett County - Briscoe Field",GA
13155,"Macon, GA: Macon Downtown",GA
13203,"Macon, GA: Middle Georgia Regional",GA
13273,"Marietta, GA: Dobbins ARB",GA
13280,"Moultrie/Thomasville, GA: Moultrie/Thomasville Airport",GA
13523,"Moultrie, GA: Spence",GA
13632,"Marietta, GA: Dobbins ARB",GA
13647,"Brunswick, GA: Glynco NAS",GA
14050,"Atlanta, GA: Dekalb Peachtree",GA
14116,"Pine Mountain, GA: Harris County",GA
14397,"Kennesaw, GA: Cobb County International McCollum Field",GA
14430,"Peachtree City, GA: Atlanta Regional Falcon Field",GA
14554,"Rome, GA: Richard B Russell Regional J H Towers Field",GA
14685,"Savannah, GA: Savannah/Hilton Head International",GA
14902,"Stone Mountain, GA: Stone Mountain Airport",GA
14996,"Brunswick, GA: St Simons Island",GA
15057,"Savannah, GA: Hunter AAF",GA
15141,"Statesboro, GA: Statesboro-Bulloch County",GA
15259,"Tifton, GA: Henry Tift Myers",GA
15382,"Thomasville, GA: Thomasville Regional",GA
15550,"Valdosta, GA: Moody AFB",GA
15574,"Vidalia, GA: Vidalia Regional",GA
15607,"Valdosta, GA: Valdosta Regional",GA
15622,"Cartersville, GA: Cartersville Airport",GA
15665,"Americus, GA: Jimmy Carter Regional",GA
15737,"Winder, GA: Barrow County",GA
15839,"Macon, GA: Robins AFB",GA
16474,"Jefferson, GA: Jackson County",GA
16582,"Thomson, GA: Thomson McDuffie County",GA
16673,"Canton, GA: Cherokee County",GA
16688,"Eastman, GA: Heart of Georgia Regional",GA
16783,"Greensboro, GA: Greene County Regional",GA
16788,"Thomaston, GA: Thomaston Upson County",GA
16812,"Monroe, GA: Monroe Walton County",GA
16842,"Hampton, GA: Henry County",GA
16848,"Camilla, GA: Camilla Mitchell County",GA
16875,"Blakely, GA: Early County",GA
16913,"Atlanta, GA: Paulding Memorial Hospital Heliport",GA
10149,"Bellaire, MI: Antrim County",MI
10288,"Alma, MI: Gratiot Community",MI
10333,"Alpena, MI: Alpena County Regional",MI
10348,"Ann Arbor, MI: Ann Arbor Municipal",MI
10469,"Kalamazoo, MI: Kalamazoo/Battle Creek International",MI
10543,"Benton Harbor/St. Joseph, MI: Southwest Michigan Regional",MI
10778,"Battle Creek, MI: W K Kellogg",MI
10812,"St. James, MI: Beaver Island",MI
10841,"Boyne Falls, MI: Boyne Mountain",MI
10867,"Cadillac, MI: Wexford County",MI
11013,"Sault Ste. Marie, MI: Chippewa County International",MI
11076,"Hancock/Houghton, MI: Houghton County Memorial",MI
11202,"Charlevoix, MI: Charlevoix Municipal",MI
11295,"Detroit, MI: Coleman A. Young Municipal",MI
11409,"Drummond Island, MI: Drummond Island Airport",MI
11432,"Detroit, MI: Detroit Metropolitan Area",MI
11433,"Detroit, MI: Detroit Metro Wayne County",MI
11478,"East Tawas, MI: Iosco County",MI
11587,"Escanaba, MI: Delta County",MI
11721,"Flint, MI: Bishop International",MI
11880,"Gladwin, MI: Gladwin Zettel Memorial",MI
11938,"Gaylord, MI: Gaylord Regional",MI
11986,"Grand Rapids, MI: Gerald R. Ford International",MI
12155,"Holland, MI: Park Township",MI
12335,"Iron Mountain/Kingsfd, MI: Ford",MI
12378,"Sturgis, MI: Sturgis Airport",MI
12392,"Manistique, MI: Schoolcraft County",MI
12412,"Ironwood, MI: Gogebic-Iron County",MI
12576,"Jackson, MI: Jackson County-Reynolds Field",MI
12884,"Lansing, MI: Capital Region International",MI
12927,"Ludington, MI: Mason County",MI
13182,"Manistee/Ludington, MI: Manistee County-Blacker",MI
13184,"Saginaw/Bay City/Midland, MI: MBS International",MI
13193,"Mackinac Island, MI: Mackinac Island Airport",MI
13300,"Greenville, MI: Greenville Municipal",MI
13301,"Holland, MI: West Michigan Regional",MI
13302,"Howell, MI: Livingston County Spencer J. Hardy",MI
13344,"Muskegon, MI: Muskegon County",MI
13409,"Marinette, MI: Menominee Regional",MI
13429,"Mount Pleasant, MI: Mount Pleasant Municipal",MI
13459,"Marquette, MI: Sawyer International",MI
13498,"Mt. Clemens, MI: Selfridge Angb",MI
13947,"Oscoda, MI: Oscoda-Wurtsmith",MI
14101,"Port Huron, MI: St. Clair County International",MI
14150,"Pellston, MI: Pellston Regional Airport of Emmet County",MI
14275,"Pontiac, MI: Oakland County International",MI
14387,"Houghton, MI: Grognet Seaplane Base",MI
14392,"Isle Royale Park, MI: Isle Royale National Park",MI
14482,"Reed City, MI: Miller Field",MI
14610,"Harbor Springs, MI: Harbor Springs Airport",MI
14999,"Sault Ste. Marie, MI: Sault Ste. Marie Metropolitan Area",MI
15380,"Traverse City, MI: Cherry Capital",MI
15535,"Cheboygan, MI: Cheboygan County",MI
15726,"Big Rapids, MI: Roben-Hood",MI
16091,"Detroit, MI: Willow Run",MI
16409,"Marquette, MI: K. I. Sawyer AFB",MI
16424,"Frankfort, MI: Frankfort Dow Memorial Field",MI
16683,"Dowagiac, MI: Dowagiac Municipal",MI
16821,"South Haven, MI: South Haven Area Regional",MI
10154,"Nantucket, MA: Nantucket Memorial",MA
10478,"Westfield, MA: Westfield Barnes Regional",MA
10495,"Burlington, MA: N Eng Heliport",MA
10540,"Bedford, MA: Laurence G Hanscom Field",MA
10721,"Boston, MA: Logan International",MA
10815,"Beverly, MA: Beverly Regional",MA
10828,"Boxborough, MA: Sheraton Inn Heliport",MA
10933,"Chicopee Falls, MA: Westover ARB Metropolitan",MA
11615,"New Bedford/Fall River, MA: New Bedford Regional",MA
11709,"Falmouth, MA: Cape Cod CGAS",MA
11862,"Great Barrington, MA: Walter J. Koladza",MA
11875,"Gardner, MA: Gardner Municipal",MA
12250,"Hyannis, MA: Barnstable Municipal-Boardman/Polando Field",MA
12452,"Boston, MA: Boston City Heliport",MA
12495,"Cambridge, MA: Cambridge Airport",MA
12580,"Orange, MA: Orange Municipal",MA
13125,"Lawrence, MA: Lawrence Municipal",MA
13152,"Edgartown, MA: Katama Airpark",MA
13394,"Stow, MA: Minute Man Air Field",MA
13541,"Martha's Vineyard, MA: Martha's Vineyard Airport",MA
13556,"Marlboro, MA: Marlboro Airport",MA
13599,"North Adams, MA: Harriman-and-West",MA
13790,"South Weymouth, MA: South Weymouth NAS",MA
13933,"Worcester, MA: Worcester Regional",MA
13984,"Norwood, MA: Norwood Memorial",MA
14255,"Pittsfield, MA: Pittsfield Municipal",MA
14306,"Provincetown, MA: Provincetown Municipal",MA
14332,"Plymouth, MA: Plymouth Municipal",MA
14400,"Mansfield, MA: Mansfield Municipal",MA
14414,"Boston, MA: Nashua Street Heliport",MA
14441,"Southbridge, MA: Southbridge Municipal",MA
14605,"Sterling, MA: Sterling Airport",MA
15427,"Chatham, MA: Chatham Municipal",MA
15529,"Fitchburg, MA: Fitchburg Municipal",MA
15724,"Woburn, MA: Woburn Airport",MA
15786,"Waltham, MA: Waltham Hospital Heliport",MA
15966,"Cambridge, MA: Arthur D. Little Heliport",MA
16479,"Montague, MA: Turners Falls",MA
16487,"Taunton, MA: Taunton Municipal King Field",MA
16526,"Marshfield, MA: Marshfield Municipal George Harlow Field",MA
16543,"Northampton, MA: Northampton Airport",MA
16634,"Quincy, MA: Quincy Airport",MA
16807,"Hopedale, MA: Hopedale Industrial Park",MA
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",CA
10297,"Anaheim, CA: Anaheim-Disneyland HP",CA
10327,"Napa, CA: Napa County",CA
10337,"Apple Valley, CA: Apple Valley Airport",CA
10418,"Auburn, CA: Auburn Municipal",CA
10437,"Avalon, CA: Catalina",CA
10474,"Marysville, CA: Beale AFB",CA
10561,"Bakersfield, CA: Meadows Field",CA
10617,"Bishop, CA: Bishop Airport",CA
10665,"Blythe, CA: Blythe Airport",CA
10698,"Banning, CA: Banning Municipal",CA
10800,"Burbank, CA: Bob Hope",CA
10832,"Borrego Springs, CA: Borrego Valley",CA
10857,"Camarillo, CA: Camarillo Airport",CA
10858,"Bakersfield, CA: Bakersfield Municipal",CA
10910,"Concord, CA: Buchanan Field",CA
10930,"Crescent City, CA: Jack McNamara Field",CA
11001,"Avalon, CA: Catalina",CA
11002,"Chico, CA: Chico Municipal",CA
11029,"Clear Lake, CA: Pearce Field",CA
11041,"Carlsbad, CA: McClellan-Palomar",CA
11044,"Coalinga, CA: New Coalinga Municipal",CA
11055,"Calipatria, CA: Cliff Hatfield Memorial",CA
11086,"Chino, CA: Chino Airport",CA
11093,"Marina, CA: Marina Municipal",CA
11095,"Columbia, CA: Columbia Airport",CA
11218,"Calexico, CA: Calexico International",CA
11257,"Daggett, CA: Barstow/Daggett",CA
11385,"Holtville, CA: Holtville Airport",CA
11389,"Colusa, CA: Colusa County",CA
11425,"Death Valley, CA: Furnace Creek",CA
11452,"Davis/Woodland/Winters, CA: Yolo County",CA
11490,"Edwards, CA: Edwards AFB",CA
11491,"Needles, CA: Needles Airport",CA
11522,"Eureka, CA: Murray Field",CA
11554,"El Monte, CA: San Gabriel Valley",CA
11627,"Murrieta/Temecula, CA: French Valley",CA
11638,"Fresno, CA: Fresno Yosemite International",CA
11649,"Fresno, CA: Fresno Chandler Executive",CA
11723,"Fort Bragg, CA: Fort Bragg Airport",CA
11735,"Ventura, CA: San Nicolas Island NOLF",CA
11794,"Fullerton, CA: Fullerton Municipal",CA
11801,"Fallbrook, CA: Fallbrook Community Airpark",CA
11812,"Quincy, CA: Gansner Field",CA
11818,"Kernville, CA: Kern Valley",CA
12062,"Half Moon Bay, CA: Half Moon Bay Airport",CA
12127,"Hawthorne, CA: Jack Northrop Field/Hawthorne Municipal",CA
12154,"Hollister, CA: Hollister Municipal",CA
12166,"Hemet, CA: Hemet-Ryan",CA
12247,"Hayward, CA: Hayward Executive",CA
12363,"El Centro, CA: Imperial County",CA
12436,"Inyokern, CA: Inyokern Airport",CA
12453,"Oakland, CA: Berkeley Municipal Heliport",CA
12454,"Commerce, CA: Commerce Business Park Heliport",CA
12457,"San Francisco, CA: China Basin Heliport",CA
12458,"Oakland, CA: Oakland Convention Center Heliport",CA
12497,"City of Industry, CA: Civic Financial Center Heliport",CA
12515,"San Francisco, CA: Marin County Heliport",CA
12522,"Newport Beach, CA: Newport Beach Airport",CA
12527,"Santa Ana, CA: Centerport Heliport",CA
12536,"Orange, CA: Orange County Heliport",CA
12590,"San Clemente Island, CA: San Clemente Island Nalf",CA
12602,"Angwin, CA: Angwin-Parrett Field",CA
12892,"Los Angeles, CA: Los Angeles International",CA
12954,"Long Beach, CA: Long Beach Airport",CA
13049,"Lompoc, CA: Lompoc Airport",CA
13070,"Lathrop, CA: Sharpe AFF",CA
13080,"Los Banos, CA: Los Banos Municipal",CA
13117,"Livermore, CA: Livermore Municipal",CA
13157,"Madera, CA: Madera Municipal",CA
13192,"Sacramento, CA: McClellan Airfield",CA
13194,"Merced, CA: Merced Regional/Macready Field",CA
13249,"Atwater, CA: Castle",CA
13295,"Sacramento, CA: Sacramento Mather",CA
13297,"Mojave, CA: Mojave Air and Space Port",CA
13319,"Shafter, CA: Shafter - Minter Field",CA
13388,"Mammoth Lakes, CA: Mammoth Lakes Airport",CA
13424,"Modesto, CA: Modesto City-County-Harry Sham Field",CA
13476,"Monterey, CA: Monterey Regional",CA
13570,"San Diego, CA: Montgomery Gibbs Executive",CA
13580,"Marysville, CA: Yuba County",CA
13668,"Alameda, CA: Alameda NAS",CA
13689,"El Centro, CA: El Centro NAF",CA
13700,"San Diego, CA: Miramar MCAS",CA
13702,"Lemoore, CA: Lemoore NAS",CA
13725,"Novato, CA: Gnoss Field",CA
13756,"Port Hueneme, CA: Point Mugu NAS",CA
13771,"Mountain View, CA: Moffett Federal Airfield",CA
13789,"Santa Ana, CA: El Toro MCAS",CA
13791,"San Diego, CA: North Island NAS",CA
13792,"Redding, CA: Benton Field",CA
13796,"Oakland, CA: Metropolitan Oakland International",CA
13813,"Oceanside, CA: Bob Maxwell Memorial Airfield",CA
13891,"Ontario, CA: Ontario International",CA
13981,"Oroville, CA: Oroville Municipal",CA
13988,"Oxnard/Ventura, CA: Oxnard",CA
13994,"Yosemite National Park, CA: Yosemite National Park Airport",CA
14011,"Palo Alto, CA: Palo Alto Airport",CA
14162,"Palmdale, CA: Palmdale USAF Plant 42",CA
14198,"La Verne, CA: Brackett Field",CA
14236,"Paso Robles, CA: Paso Robles Municipal",CA
14262,"Palm Springs, CA: Palm Springs International",CA
14283,"Porterville, CA: Porterville Municipal",CA
14308,"Placerville, CA: Placerville Airport",CA
14352,"Marina del Ray, CA: Marina del Ray Airport",CA
14383,"Emerald Bay, CA: Emerald Bay Airport",CA
14386,"Avalon, CA: Camp Fox",CA
14423,"Shingletown, CA: Shingletown Airport",CA
14424,"Woodlake, CA: Woodlake Airport",CA
14427,"Grass Valley, CA: Nevada County",CA
14434,"Healdsburg, CA: Healdsburg Municipal",CA
14438,"Redondo Beach, CA: Redondo Beach Airport",CA
14454,"Riverside, CA: Riverside Municipal",CA
14466,"Big Bear City, CA: Big Bear City Airport",CA
14469,"Red Bluff, CA: Red Bluff Municipal",CA
14487,"Redding, CA: Redding Municipal",CA
14495,"Redlands, CA: Redlands Municipal",CA
14532,"Riverside, CA: Flabob",CA
14533,"Riverside, CA: March ARB",CA
14593,"Lone Pine, CA: Lone Pine Death Valley",CA
14596,"Mendota, CA: William Robert Johnston Municipal",CA
14603,"China Lake, CA: China Lake Naws",CA
14609,"Woodland, CA: Watts/Woodland",CA
14613,"Wasco, CA: Wasco-Kern County",CA
14641,"Colton, CA: Morrow Field",CA
14672,"Sacramento, CA: Sacramento Executive",CA
14679,"San Diego, CA: San Diego International",CA
14689,"Santa Barbara, CA: Santa Barbara Municipal",CA
14691,"San Bernardino, CA: San Bernardino International",CA
14698,"San Luis Obispo, CA: San Luis County Regional",CA
14700,"San Bernardino, CA: Tri-City",CA
14716,"Stockton, CA: Stockton Metropolitan",CA
14736,"San Diego, CA: Brown Field Municipal",CA
14749,"San Diego, CA: Gillespie Field",CA
14771,"San Francisco, CA: San Francisco International",CA
14830,"Montague, CA: Siskiyou County",CA
14831,"San Jose, CA: Norman Y. Mineta San Jose International",CA
14893,"Sacramento, CA: Sacramento International",CA
14898,"Santa Monica, CA: Santa Monica Municipal",CA
14905,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",CA
14908,"Santa Ana, CA: John Wayne Airport-Orange County",CA
14922,"Salinas/Monterey, CA: Salinas Municipal",CA
14958,"San Pedro, CA: Catalina Air-Sea Terminal Heliport",CA
14965,"Santa Ynez, CA: Santa Ynez Airport",CA
14967,"San Carlos, CA: San Carlos Airport",CA
14977,"Novato, CA: Hamilton AFB",CA
15023,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",CA
15045,"Fairfield, CA: Travis AFB",CA
15110,"Santa Paula, CA: Santa Paula Airport",CA
15232,"Truckee, CA: Truckee Tahoe",CA
15255,"Tulare, CA: Mefford Field",CA
15284,"Twentynine Palms, CA: Twentynine Palms Airport",CA
15289,"Torrance, CA: Zamperini Field",CA
15322,"Trona, CA: Trona Airport",CA
15325,"Thermal, CA: Jacqueline Cochran Regional",CA
15344,"Tehachapi, CA: Tehachapi Municipal",CA
15383,"Lake Tahoe, CA: Lake Tahoe Airport",CA
15390,"Two Harbors, CA: Two Harbors Airport",CA
15434,"Bermuda Dunes, CA: Bermuda Dunes Airport",CA
15458,"Ukiah, CA: Ukiah Municipal",CA
15518,"Chowchilla, CA: Chowchilla Airport",CA
15525,"Petaluma, CA: Petaluma Municipal",CA
15561,"Lompoc, CA: Vandenberg AFB",CA
15570,"Victorville, CA: Southern California Logistics",CA
15601,"Visalia, CA: Visalia Municipal",CA
15618,"Van Nuys, CA: Van Nuys Airport",CA
15649,"Hanford, CA: Hanford Municipal",CA
15654,"California City, CA: California City Municipal",CA
15658,"Weed, CA: Weed Airport",CA
15662,"Lodi, CA: Kingdon Airpark",CA
15663,"Independence, CA: Independence Airport",CA
15687,"Los Alamitos, CA: Los Alamitos AAF",CA
15722,"Commerce/Montebello, CA: Commerce/Montebello Heliport",CA
15728,"Downtown, CA: Downtown Airport",CA
15769,"Lancaster, CA: General William J. Fox Airfield",CA
15789,"Willows, CA: Willows Glenn County",CA
15816,"Tulelake, CA: Tulelake Municipal",CA
15817,"Dinsmore, CA: Dinsmore Airport",CA
15819,"Hesperia, CA: Hesperia Airport",CA
15820,"Dorris, CA: Butte Valley",CA
15827,"Rosamond, CA: Rosamond Skypark",CA
15828,"Oceano, CA: Oceano County",CA
15877,"Watsonville, CA: Watsonville Municipal",CA
15971,"Willits, CA: Ells Field-Willits Municipal",CA
15973,"Lakeport, CA: Lampson Field",CA
15975,"Mariposa, CA: Mariposa-Yosemite",CA
15982,"Fortuna, CA: Rohnerville",CA
16336,"Gasquet, CA: Ward Field",CA
16352,"Cloverdale, CA: Cloverdale Municipal",CA
16355,"Paradise, CA: Paradise Skypark",CA
16517,"Chemehuevi Valley, CA: Chemehuevi Valley Airport",CA
16598,"Tracy, CA: Tracy Municipal",CA
16678,"Los Angeles, CA: Whiteman",CA
16700,"Patterson, CA: Del Mar Farms",CA
16758,"Brawley, CA: Brawley Municipal",CA
16787,"Ramona, CA: Ramona Airport",CA
16843,"Rio Vista, CA: Rio Vista Municipal",CA
16844,"Delano, CA: Delano Municipal",CA
16907,"Garberville, CA: Garberville Airport",CA
16914,"El Mirage, CA: El Mirage Field Adelanto",CA
16920,"Davis, CA: University",CA
10167,"Ardmore, OK: Ardmore Municipal",OK
10215,"Ardmore, OK: Ardmore Downtown Executive",OK
10393,"Antlers, OK: Antlers Municipal",OK
10451,"Altus, OK: Altus/Quartz Mountain Regional",OK
10811,"Bartlesville, OK: Bartlesville Municipal",OK
11048,"Clinton, OK: Clinton Regional",OK
11152,"Clinton, OK: Clinton Sherman",OK
11434,"Durant, OK: Eaker Field",OK
11436,"Duncan, OK: Halliburton Field",OK
11557,"Enid, OK: Vance AFB",OK
11657,"Frederick, OK: Frederick Regional",OK
11776,"Fort Sill, OK: Henry Post AAF",OK
12024,"Guymon, OK: Guymon Municipal",OK
12891,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",OK
13097,"Altus, OK: Altus AFB",OK
13314,"Miami, OK: Miami Regional",OK
13350,"Muskogee, OK: Muskogee Davis Regional",OK
13361,"McAlester, OK: McAlester Regional",OK
13740,"Afton, OK: Grand Lake Regional",OK
13851,"Oklahoma City, OK: Will Rogers World",OK
13976,"Norman, OK: University of Oklahoma/Max Westheimer",OK
14180,"Ponca City, OK: Ponca City Regional",OK
14318,"Oklahoma City, OK: Wiley Post",OK
14542,"Poteau, OK: Robert S Kerr",OK
14653,"Tulsa, OK: Richard Lloyd Jones Jr.",OK
